단지명,sumID,유형별,국민임대,공공임대,영구임대,행복주택,임대료,버스추정교통량,승용차추정교통량,대중교통접근성_상,대중교통접근성_중,대중교통접근성_하,생활서비스형상권,소매외식형상권,이동여가형상권,m_20g_pop,w_20g_pop,m_30-60g_pop,w_30-60g_pop,m_70-g_pop,w_70-g_pop,공유차량 이용건수,lon,lat
2021 화성동탄7-2(1-5)(7단지 능동),Z49,국민임대,1.0,0.0,0.0,0.0,210000.0,206621.0,4581338.0,1.0,0.0,0.0,145.0,925.0,291.0,10.0,8.0,108.0,37.0,29.0,13.0,366.0,127.06112783617262,37.21126821107472
2021 화성동탄5-2(4-6)(5단지 새강),Z50,국민임대,1.0,0.0,0.0,0.0,200000.0,169258.0,3124032.0,0.0,1.0,0.0,97.0,580.0,282.0,10.0,0.0,44.0,44.0,0.0,0.0,506.0,127.06917850910293,37.19352199242703
2021 화성봉담(2단지 동화)(국임),Z38,국민임대,1.0,0.0,0.0,0.0,160000.0,52475.0,1411828.0,0.0,1.0,0.0,135.0,603.0,258.0,17.0,25.0,106.0,120.0,12.0,37.0,277.0,126.96073759786272,37.21866582016575
2021 화성향남(5단지 한우물)(국임),Z28,국민임대,1.0,0.0,0.0,0.0,80000.0,72892.0,1138878.0,0.0,1.0,0.0,133.0,1161.0,198.0,40.0,32.0,168.0,210.0,35.0,70.0,83.0,126.91563525782476,37.124382456748776
2021 화성향남(5단지 한우물)(국임),Z28,국민임대,1.0,0.0,0.0,0.0,80000.0,72892.0,1138878.0,0.0,1.0,0.0,133.0,1161.0,198.0,40.0,32.0,168.0,210.0,35.0,70.0,83.0,126.91563525782476,37.124382456748776
2021 화성향남(5단지 한우물)(국임),Z28,국민임대,1.0,0.0,0.0,0.0,170000.0,72892.0,1138878.0,0.0,1.0,0.0,133.0,1161.0,198.0,49.0,54.0,175.0,221.0,34.0,44.0,83.0,126.91563525782476,37.124382456748776
2021 화성향남(5단지 한우물)(국임),Z28,국민임대,1.0,0.0,0.0,0.0,170000.0,72892.0,1138878.0,0.0,1.0,0.0,133.0,1161.0,198.0,49.0,54.0,175.0,221.0,34.0,44.0,83.0,126.91563525782476,37.124382456748776
2021 화성향남(6단지 한우물)(국임),Z27,국민임대,1.0,0.0,0.0,0.0,160000.0,102324.0,1414510.0,0.0,1.0,0.0,99.0,983.0,204.0,49.0,54.0,175.0,221.0,34.0,44.0,89.0,126.91848914458268,37.124146320662334
2021 화성향남(6단지 한우물)(국임),Z27,국민임대,1.0,0.0,0.0,0.0,160000.0,102324.0,1414510.0,0.0,1.0,0.0,99.0,983.0,204.0,49.0,54.0,175.0,221.0,34.0,44.0,89.0,126.91848914458268,37.124146320662334
2021 화성향남(6단지 한우물)(국임),Z27,국민임대,1.0,0.0,0.0,0.0,80000.0,102324.0,1414510.0,0.0,1.0,0.0,99.0,983.0,204.0,14.0,17.0,57.0,60.0,0.0,0.0,89.0,126.91848914458268,37.124146320662334
2021 화성향남(6단지 한우물)(국임),Z27,국민임대,1.0,0.0,0.0,0.0,80000.0,102324.0,1414510.0,0.0,1.0,0.0,99.0,983.0,204.0,14.0,17.0,57.0,60.0,0.0,0.0,89.0,126.91848914458268,37.124146320662334
2021 화성동탄2 A24블럭(4단지)(국임/영구),Z54,국민임대,1.0,0.0,0.0,0.0,310000.0,0.0,0.0,1.0,0.0,0.0,46.0,672.0,212.0,0.0,0.0,0.0,0.0,0.0,0.0,896.0,127.12159671867512,37.206008562740415
2021 화성동탄2 A24블럭(4단지)(국임/영구),Z54,국민임대,1.0,0.0,0.0,0.0,310000.0,0.0,0.0,1.0,0.0,0.0,46.0,672.0,212.0,0.0,0.0,0.0,0.0,0.0,0.0,896.0,127.12159671867512,37.206008562740415
2021 화성동탄2 A24블럭(4단지)(국임/영구),Z54,국민임대,1.0,0.0,0.0,0.0,310000.0,0.0,0.0,1.0,0.0,0.0,46.0,672.0,212.0,0.0,0.0,0.0,0.0,0.0,0.0,896.0,127.12159671867512,37.206008562740415
2021 화성동탄2 A24블럭(4단지)(국임/영구),Z54,국민임대,1.0,0.0,0.0,0.0,240000.0,0.0,0.0,1.0,0.0,0.0,46.0,672.0,212.0,0.0,0.0,0.0,0.0,0.0,0.0,896.0,127.12159671867512,37.206008562740415
2021 화성동탄2 A24블럭(4단지)(국임/영구),Z54,국민임대,1.0,0.0,0.0,0.0,240000.0,0.0,0.0,1.0,0.0,0.0,46.0,672.0,212.0,0.0,0.0,0.0,0.0,0.0,0.0,896.0,127.12159671867512,37.206008562740415
2021 화성동탄2 A24블럭(4단지)(국임/영구),Z54,국민임대,1.0,0.0,0.0,0.0,240000.0,0.0,0.0,1.0,0.0,0.0,46.0,672.0,212.0,0.0,0.0,0.0,0.0,0.0,0.0,896.0,127.12159671867512,37.206008562740415
2021 화성동탄2 A24블럭(4단지)(국임/영구),Z54,영구임대,0.0,0.0,1.0,0.0,70000.0,0.0,0.0,1.0,0.0,0.0,46.0,672.0,212.0,0.0,0.0,0.0,0.0,0.0,0.0,896.0,127.12159671867512,37.206008562740415
2021 화성동탄2 A24블럭(4단지)(국임/영구),Z54,영구임대,0.0,0.0,1.0,0.0,70000.0,0.0,0.0,1.0,0.0,0.0,46.0,672.0,212.0,0.0,0.0,0.0,0.0,0.0,0.0,896.0,127.12159671867512,37.206008562740415
2021 화성동탄2 A24블럭(4단지)(국임/영구),Z54,영구임대,0.0,0.0,1.0,0.0,70000.0,0.0,0.0,1.0,0.0,0.0,46.0,672.0,212.0,0.0,0.0,0.0,0.0,0.0,0.0,896.0,127.12159671867512,37.206008562740415
2021 화성동탄2 A65블럭(26단지 레이크빌),Z69,공공임대,0.0,1.0,0.0,0.0,700000.0,0.0,0.0,0.0,0.0,1.0,17.0,264.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,127.10363603424877,37.176328174895865
2021 화성남양뉴타운(LH4단지)(국임),Z32,국민임대,1.0,0.0,0.0,0.0,230000.0,46902.0,1428768.0,0.0,0.0,1.0,57.0,326.0,58.0,22.0,17.0,96.0,98.0,6.0,6.0,68.0,126.8297874487212,37.21002761493576
2021 화성남양뉴타운(LH4단지)(국임),Z32,국민임대,1.0,0.0,0.0,0.0,230000.0,46902.0,1428768.0,0.0,0.0,1.0,57.0,326.0,58.0,22.0,17.0,96.0,98.0,6.0,6.0,68.0,126.8297874487212,37.21002761493576
2021 화성남양뉴타운(LH4단지)(국임),Z32,국민임대,1.0,0.0,0.0,0.0,140000.0,46902.0,1428768.0,0.0,0.0,1.0,57.0,326.0,58.0,11.0,10.0,82.0,89.0,0.0,0.0,68.0,126.8297874487212,37.21002761493576
2021 화성남양뉴타운(LH4단지)(국임),Z32,국민임대,1.0,0.0,0.0,0.0,140000.0,46902.0,1428768.0,0.0,0.0,1.0,57.0,326.0,58.0,11.0,10.0,82.0,89.0,0.0,0.0,68.0,126.8297874487212,37.21002761493576
2021 화성향남2(5단지 서봉)(국임),Z24,국민임대,1.0,0.0,0.0,0.0,240000.0,48876.0,1584727.0,0.0,1.0,0.0,14.0,381.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,255.0,126.90622137455452,37.11549960103785
2021 화성향남2(5단지 서봉)(국임),Z24,국민임대,1.0,0.0,0.0,0.0,240000.0,48876.0,1584727.0,0.0,1.0,0.0,14.0,381.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,255.0,126.90622137455452,37.11549960103785
2021 화성향남2(5단지 서봉)(국임),Z24,국민임대,1.0,0.0,0.0,0.0,160000.0,48876.0,1584727.0,0.0,1.0,0.0,14.0,381.0,46.0,10.0,8.0,108.0,37.0,29.0,13.0,255.0,126.90622137455452,37.11549960103785
2021 화성향남2(5단지 서봉)(국임),Z24,국민임대,1.0,0.0,0.0,0.0,160000.0,48876.0,1584727.0,0.0,1.0,0.0,14.0,381.0,46.0,10.0,8.0,108.0,37.0,29.0,13.0,255.0,126.90622137455452,37.11549960103785
2021 (NHF제3호)화성동탄2 A50블럭(22단지 르파비스),Z70,공공임대,0.0,1.0,0.0,0.0,690000.0,0.0,0.0,1.0,0.0,0.0,10.0,71.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,488.0,127.12640625930578,37.18369051479117
2021 (NHF제3호)화성동탄2 A50블럭(22단지 르파비스),Z70,공공임대,0.0,1.0,0.0,0.0,690000.0,0.0,0.0,1.0,0.0,0.0,10.0,71.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,488.0,127.12640625930578,37.18369051479117
2021 (NHF제3호)화성동탄2 A50블럭(22단지 르파비스),Z70,공공임대,0.0,1.0,0.0,0.0,450000.0,0.0,0.0,1.0,0.0,0.0,10.0,71.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,488.0,127.12640625930578,37.18369051479117
2021 (NHF제3호)화성동탄2 A50블럭(22단지 르파비스),Z70,공공임대,0.0,1.0,0.0,0.0,450000.0,0.0,0.0,1.0,0.0,0.0,10.0,71.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,488.0,127.12640625930578,37.18369051479117
2021 (NHF제3호)화성동탄2 A69블럭(24단지 스타힐스),Z65,공공임대,0.0,1.0,0.0,0.0,690000.0,0.0,0.0,0.0,1.0,0.0,16.0,211.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,567.0,127.1181879835962,37.17306946117509
2021 화성남양뉴타운(LH9단지)(국임),Z31,국민임대,1.0,0.0,0.0,0.0,250000.0,29155.0,970549.0,1.0,0.0,0.0,23.0,183.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,291.0,126.83389536488892,37.20902784398266
2021 화성남양뉴타운(LH9단지)(국임),Z31,국민임대,1.0,0.0,0.0,0.0,250000.0,29155.0,970549.0,1.0,0.0,0.0,23.0,183.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,291.0,126.83389536488892,37.20902784398266
2021 화성남양뉴타운(LH9단지)(국임),Z31,국민임대,1.0,0.0,0.0,0.0,150000.0,29155.0,970549.0,1.0,0.0,0.0,23.0,183.0,32.0,6.0,0.0,24.0,26.0,0.0,0.0,291.0,126.83389536488892,37.20902784398266
2021 화성남양뉴타운(LH9단지)(국임),Z31,국민임대,1.0,0.0,0.0,0.0,150000.0,29155.0,970549.0,1.0,0.0,0.0,23.0,183.0,32.0,6.0,0.0,24.0,26.0,0.0,0.0,291.0,126.83389536488892,37.20902784398266
2021 화성향남2(18단지 언덕)(국임),Z23,국민임대,1.0,0.0,0.0,0.0,140000.0,18935.0,593533.0,0.0,0.0,1.0,11.0,99.0,7.0,11.0,10.0,82.0,89.0,0.0,0.0,246.0,126.89633801266328,37.09737740735296
2021 화성향남2(18단지 언덕)(국임),Z23,국민임대,1.0,0.0,0.0,0.0,140000.0,18935.0,593533.0,0.0,0.0,1.0,11.0,99.0,7.0,11.0,10.0,82.0,89.0,0.0,0.0,246.0,126.89633801266328,37.09737740735296
2021 화성향남2(18단지 언덕)(국임),Z23,국민임대,1.0,0.0,0.0,0.0,220000.0,18935.0,593533.0,0.0,0.0,1.0,11.0,99.0,7.0,34.0,38.0,220.0,215.0,9.0,11.0,246.0,126.89633801266328,37.09737740735296
2021 화성향남2(18단지 언덕)(국임),Z23,국민임대,1.0,0.0,0.0,0.0,220000.0,18935.0,593533.0,0.0,0.0,1.0,11.0,99.0,7.0,34.0,38.0,220.0,215.0,9.0,11.0,246.0,126.89633801266328,37.09737740735296
2021 화성동탄2 C26블럭(26단지)(행복),Z14,행복주택,0.0,0.0,0.0,1.0,120000.0,209069.0,5077674.0,0.0,0.0,1.0,15.0,145.0,18.0,8.0,12.0,56.0,50.0,7.0,15.0,353.0,127.09138249064644,37.185810629208376
2021 화성동탄2 C26블럭(26단지)(행복),Z14,행복주택,0.0,0.0,0.0,1.0,120000.0,209069.0,5077674.0,0.0,0.0,1.0,15.0,145.0,18.0,8.0,12.0,56.0,50.0,7.0,15.0,353.0,127.09138249064644,37.185810629208376
2021 화성동탄2 C26블럭(26단지)(행복),Z14,행복주택,0.0,0.0,0.0,1.0,230000.0,209069.0,5077674.0,0.0,0.0,1.0,15.0,145.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,353.0,127.09138249064644,37.185810629208376
2021 화성동탄2 C26블럭(26단지)(행복),Z14,행복주택,0.0,0.0,0.0,1.0,230000.0,209069.0,5077674.0,0.0,0.0,1.0,15.0,145.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,353.0,127.09138249064644,37.185810629208376
2021 화성봉담2(LH3단지)(국임),Z34,국민임대,1.0,0.0,0.0,0.0,150000.0,96075.0,2941069.0,0.0,0.0,1.0,77.0,475.0,199.0,0.0,0.0,0.0,0.0,0.0,0.0,491.0,126.95216236841328,37.22511370196941
2021 화성봉담2(LH3단지)(국임),Z34,국민임대,1.0,0.0,0.0,0.0,150000.0,96075.0,2941069.0,0.0,0.0,1.0,77.0,475.0,199.0,0.0,0.0,0.0,0.0,0.0,0.0,491.0,126.95216236841328,37.22511370196941
2021 화성봉담2(LH3단지)(국임),Z34,국민임대,1.0,0.0,0.0,0.0,230000.0,96075.0,2941069.0,0.0,0.0,1.0,77.0,475.0,199.0,0.0,0.0,0.0,0.0,0.0,0.0,491.0,126.95216236841328,37.22511370196941
2021 화성봉담2(LH3단지)(국임),Z34,국민임대,1.0,0.0,0.0,0.0,230000.0,96075.0,2941069.0,0.0,0.0,1.0,77.0,475.0,199.0,0.0,0.0,0.0,0.0,0.0,0.0,491.0,126.95216236841328,37.22511370196941
2021 화성봉담2(LH2단지)(국임),Z35,국민임대,1.0,0.0,0.0,0.0,150000.0,61808.0,1864541.0,1.0,0.0,0.0,58.0,376.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,532.0,126.94385201364334,37.22174695633284
2021 화성봉담2(LH2단지)(국임),Z35,국민임대,1.0,0.0,0.0,0.0,150000.0,61808.0,1864541.0,1.0,0.0,0.0,58.0,376.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,532.0,126.94385201364334,37.22174695633284
2021 화성봉담2(LH2단지)(국임),Z35,국민임대,1.0,0.0,0.0,0.0,230000.0,61808.0,1864541.0,1.0,0.0,0.0,58.0,376.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,532.0,126.94385201364334,37.22174695633284
2021 화성봉담2(LH2단지)(국임),Z35,국민임대,1.0,0.0,0.0,0.0,230000.0,61808.0,1864541.0,1.0,0.0,0.0,58.0,376.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,532.0,126.94385201364334,37.22174695633284
2021 (NHF제8호)화성동탄2 A48블럭(22단지 경남아너스빌),Z71,공공임대,0.0,1.0,0.0,0.0,670000.0,0.0,0.0,1.0,0.0,0.0,8.0,63.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,396.0,127.12744277544502,37.1863544034649
2021 (NHF제8호)화성동탄2 A48블럭(22단지 경남아너스빌),Z71,공공임대,0.0,1.0,0.0,0.0,670000.0,0.0,0.0,1.0,0.0,0.0,8.0,63.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,396.0,127.12744277544502,37.1863544034649
2021 (NHF제8호)화성동탄2 A48블럭(22단지 경남아너스빌),Z71,공공임대,0.0,1.0,0.0,0.0,460000.0,0.0,0.0,1.0,0.0,0.0,8.0,63.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,396.0,127.12744277544502,37.1863544034649
2021 (NHF제8호)화성동탄2 A48블럭(22단지 경남아너스빌),Z71,공공임대,0.0,1.0,0.0,0.0,460000.0,0.0,0.0,1.0,0.0,0.0,8.0,63.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,396.0,127.12744277544502,37.1863544034649
2021 화성동탄2 A6블럭(1단지)(국민),Z51,국민임대,1.0,0.0,0.0,0.0,150000.0,12379.0,467452.0,1.0,0.0,0.0,9.0,117.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,289.0,127.1151604984168,37.21752896396176
2021 화성동탄2 A6블럭(1단지)(국민),Z51,국민임대,1.0,0.0,0.0,0.0,150000.0,12379.0,467452.0,1.0,0.0,0.0,9.0,117.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,289.0,127.1151604984168,37.21752896396176
2021 화성동탄2 A6블럭(1단지)(국민),Z51,국민임대,1.0,0.0,0.0,0.0,230000.0,12379.0,467452.0,1.0,0.0,0.0,9.0,117.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,289.0,127.1151604984168,37.21752896396176
2021 화성동탄2 A6블럭(1단지)(국민),Z51,국민임대,1.0,0.0,0.0,0.0,230000.0,12379.0,467452.0,1.0,0.0,0.0,9.0,117.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,289.0,127.1151604984168,37.21752896396176
2021 (NHF제10호)화성동탄2 A83블럭(28단지 엘크루),Z62,공공임대,0.0,1.0,0.0,0.0,450000.0,0.0,0.0,0.0,0.0,1.0,8.0,66.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,394.0,127.09405138517886,37.16197945258353
2021 (NHF제10호)화성동탄2 A83블럭(28단지 엘크루),Z62,공공임대,0.0,1.0,0.0,0.0,450000.0,0.0,0.0,0.0,0.0,1.0,8.0,66.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,394.0,127.09405138517886,37.16197945258353
2021 (NHF제10호)화성동탄2 A83블럭(28단지 엘크루),Z62,공공임대,0.0,1.0,0.0,0.0,680000.0,0.0,0.0,0.0,0.0,1.0,8.0,66.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,394.0,127.09405138517886,37.16197945258353
2021 (NHF제10호)화성동탄2 A83블럭(28단지 엘크루),Z62,공공임대,0.0,1.0,0.0,0.0,680000.0,0.0,0.0,0.0,0.0,1.0,8.0,66.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,394.0,127.09405138517886,37.16197945258353
"2021 화성봉담2(LH4단지)(행복,임대상가)",Z10,행복주택,0.0,0.0,0.0,1.0,90000.0,52132.0,1899235.0,0.0,0.0,1.0,71.0,318.0,91.0,13.0,14.0,80.0,86.0,0.0,0.0,868.0,126.95125788128516,37.22901327183224
"2021 화성봉담2(LH4단지)(행복,임대상가)",Z10,행복주택,0.0,0.0,0.0,1.0,90000.0,52132.0,1899235.0,0.0,0.0,1.0,71.0,318.0,91.0,13.0,14.0,80.0,86.0,0.0,0.0,868.0,126.95125788128516,37.22901327183224
"2021 화성봉담2(LH4단지)(행복,임대상가)",Z10,행복주택,0.0,0.0,0.0,1.0,170000.0,52132.0,1899235.0,0.0,0.0,1.0,71.0,318.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,868.0,126.95125788128516,37.22901327183224
"2021 화성봉담2(LH4단지)(행복,임대상가)",Z10,행복주택,0.0,0.0,0.0,1.0,170000.0,52132.0,1899235.0,0.0,0.0,1.0,71.0,318.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,868.0,126.95125788128516,37.22901327183224
2021 (NHF제12호)화성동탄2 A63블럭(23단지 센트럴써밋),Z66,공공임대,0.0,1.0,0.0,0.0,460000.0,0.0,0.0,0.0,0.0,1.0,13.0,150.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,127.12351804383636,37.17570625725826
2021 화성동탄2 A82블럭(28단지)(행복),Z17,행복주택,0.0,0.0,0.0,1.0,100000.0,54131.0,1390287.0,1.0,0.0,0.0,10.0,159.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,823.0,127.09468424817597,37.16370186920907
2021 화성동탄2 A82블럭(28단지)(행복),Z17,행복주택,0.0,0.0,0.0,1.0,100000.0,54131.0,1390287.0,1.0,0.0,0.0,10.0,159.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,823.0,127.09468424817597,37.16370186920907
2021 화성동탄2 A82블럭(28단지)(행복),Z17,행복주택,0.0,0.0,0.0,1.0,190000.0,54131.0,1390287.0,1.0,0.0,0.0,10.0,159.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,823.0,127.09468424817597,37.16370186920907
2021 화성동탄2 A82블럭(28단지)(행복),Z17,행복주택,0.0,0.0,0.0,1.0,190000.0,54131.0,1390287.0,1.0,0.0,0.0,10.0,159.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,823.0,127.09468424817597,37.16370186920907
"2021 화성남양뉴타운(LH10단지)(국임,임대상가)",Z30,국민임대,1.0,0.0,0.0,0.0,140000.0,29411.0,1027959.0,1.0,0.0,0.0,18.0,183.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,238.0,126.83465134528905,37.20697819840025
"2021 화성남양뉴타운(LH10단지)(국임,임대상가)",Z30,국민임대,1.0,0.0,0.0,0.0,140000.0,29411.0,1027959.0,1.0,0.0,0.0,18.0,183.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,238.0,126.83465134528905,37.20697819840025
"2021 화성남양뉴타운(LH10단지)(국임,임대상가)",Z30,국민임대,1.0,0.0,0.0,0.0,220000.0,29411.0,1027959.0,1.0,0.0,0.0,18.0,183.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,238.0,126.83465134528905,37.20697819840025
"2021 화성남양뉴타운(LH10단지)(국임,임대상가)",Z30,국민임대,1.0,0.0,0.0,0.0,220000.0,29411.0,1027959.0,1.0,0.0,0.0,18.0,183.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,238.0,126.83465134528905,37.20697819840025
"2021 화성발안(1단지)(행복,임대상가)",Z1,행복주택,0.0,0.0,0.0,1.0,90000.0,30342.0,1056589.0,1.0,0.0,0.0,16.0,110.0,4.0,19.0,16.0,227.0,214.0,8.0,9.0,172.0,126.90977873809642,37.08762840985505
"2021 화성발안(1단지)(행복,임대상가)",Z1,행복주택,0.0,0.0,0.0,1.0,90000.0,30342.0,1056589.0,1.0,0.0,0.0,16.0,110.0,4.0,19.0,16.0,227.0,214.0,8.0,9.0,172.0,126.90977873809642,37.08762840985505
"2021 화성발안(1단지)(행복,임대상가)",Z1,행복주택,0.0,0.0,0.0,1.0,160000.0,30342.0,1056589.0,1.0,0.0,0.0,16.0,110.0,4.0,15.0,26.0,113.0,117.0,0.0,0.0,172.0,126.90977873809642,37.08762840985505
"2021 화성발안(1단지)(행복,임대상가)",Z1,행복주택,0.0,0.0,0.0,1.0,160000.0,30342.0,1056589.0,1.0,0.0,0.0,16.0,110.0,4.0,15.0,26.0,113.0,117.0,0.0,0.0,172.0,126.90977873809642,37.08762840985505
2021 화성동탄2 A77-1블럭(35단지)(행복),Z18,행복주택,0.0,0.0,0.0,1.0,120000.0,45875.0,869691.0,1.0,0.0,0.0,10.0,126.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,532.0,127.1217664388396,37.16627733421841
2021 화성동탄2 A77-1블럭(35단지)(행복),Z18,행복주택,0.0,0.0,0.0,1.0,120000.0,45875.0,869691.0,1.0,0.0,0.0,10.0,126.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,532.0,127.1217664388396,37.16627733421841
2021 화성동탄2 A77-1블럭(35단지)(행복),Z18,행복주택,0.0,0.0,0.0,1.0,180000.0,45875.0,869691.0,1.0,0.0,0.0,10.0,126.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,532.0,127.1217664388396,37.16627733421841
