year,단지명,sumID,유형별,국민임대,공공임대,영구임대,행복주택,임대료,버스추정교통량,승용차추정교통량,대중교통접근성_상,대중교통접근성_중,대중교통접근성_하,생활서비스형상권,소매외식형상권,이동여가형상권,pop_20g_pop,pop_30g_pop,pop_40g_pop,pop_50g_pop,pop_60g_pop,pop_70g_pop,pop_80g_pop,pop_90g_pop,pop_100g_pop,공유차량 이용건수,blck_nm,lon,lat
2021,화성동탄7-2(1-5)(7단지 능동),Z49,국민임대,1,0,0,0,210000,206621.276,3905976.234,1,0,0,145,925,291,199.0,196.0,334.0,215.0,167.0,107.0,48.0,6.0,0,366,화성동탄7-2(1-5)(7단지 능동),127.06112783617262,37.21126821107472
2021,화성동탄5-2(4-6)(5단지 새강),Z50,국민임대,1,0,0,0,200000,169258.2999,2556677.571,0,1,0,97,580,282,296.0,365.0,618.0,432.0,375.0,236.0,95.0,0.0,0,506,화성동탄5-2(4-6)(5단지 새강),127.06917850910293,37.19352199242703
2021,화성봉담(2단지 동화)(국임),Z38,국민임대,1,0,0,0,160000,52475.33746,1091817.45,0,1,0,135,603,258,143.0,165.0,311.0,289.0,246.0,160.0,73.0,0.0,0,277,화성봉담(2단지 동화)(국임),126.96073759786272,37.21866582016575
2021,화성향남(5단지 한우물)(국임),Z28,국민임대,1,0,0,0,80000,72892.16781,1092472.835,0,1,0,133,1161,198,185.0,251.0,373.0,338.0,249.0,76.0,31.0,0.0,0,83,화성향남(5단지 한우물)(국임),126.91563525782476,37.124382456748776
2021,화성향남(5단지 한우물)(국임),Z28,국민임대,1,0,0,0,80000,72892.16781,1092472.835,0,1,0,133,1161,198,185.0,251.0,373.0,338.0,249.0,76.0,31.0,0.0,0,83,화성향남(5단지 한우물)(국임),126.91563525782476,37.124382456748776
2021,화성향남(5단지 한우물)(국임),Z28,국민임대,1,0,0,0,170000,72892.16781,1092472.835,0,1,0,133,1161,198,185.0,251.0,373.0,338.0,249.0,76.0,31.0,0.0,0,83,화성향남(5단지 한우물)(국임),126.91563525782476,37.124382456748776
2021,화성향남(5단지 한우물)(국임),Z28,국민임대,1,0,0,0,170000,72892.16781,1092472.835,0,1,0,133,1161,198,185.0,251.0,373.0,338.0,249.0,76.0,31.0,0.0,0,83,화성향남(5단지 한우물)(국임),126.91563525782476,37.124382456748776
2021,화성향남(6단지 한우물)(국임),Z27,국민임대,1,0,0,0,160000,102324.1756,1385752.969,0,1,0,99,983,204,276.0,345.0,555.0,393.0,284.0,151.0,53.0,0.0,0,89,화성향남(6단지 한우물)(국임),126.91848914458268,37.124146320662334
2021,화성향남(6단지 한우물)(국임),Z27,국민임대,1,0,0,0,160000,102324.1756,1385752.969,0,1,0,99,983,204,276.0,345.0,555.0,393.0,284.0,151.0,53.0,0.0,0,89,화성향남(6단지 한우물)(국임),126.91848914458268,37.124146320662334
2021,화성향남(6단지 한우물)(국임),Z27,국민임대,1,0,0,0,80000,102324.1756,1385752.969,0,1,0,99,983,204,276.0,345.0,555.0,393.0,284.0,151.0,53.0,0.0,0,89,화성향남(6단지 한우물)(국임),126.91848914458268,37.124146320662334
2021,화성향남(6단지 한우물)(국임),Z27,국민임대,1,0,0,0,80000,102324.1756,1385752.969,0,1,0,99,983,204,276.0,345.0,555.0,393.0,284.0,151.0,53.0,0.0,0,89,화성향남(6단지 한우물)(국임),126.91848914458268,37.124146320662334
2021,화성동탄2 A24블럭(4단지)(국임/영구),Z54,국민임대,1,0,0,0,310000,71258.40175,1977625.477,1,0,0,46,672,212,118.8891,327.12516,284.6133,234.1755,260.11494,214.72091999999998,97.99343999999999,4.32324,0,896,화성동탄2 A24블럭(4단지)(국임/영구),127.12159671867512,37.206008562740415
2021,화성동탄2 A24블럭(4단지)(국임/영구),Z54,국민임대,1,0,0,0,310000,71258.40175,1977625.477,1,0,0,46,672,212,118.8891,327.12516,284.6133,234.1755,260.11494,214.72091999999998,97.99343999999999,4.32324,0,896,화성동탄2 A24블럭(4단지)(국임/영구),127.12159671867512,37.206008562740415
2021,화성동탄2 A24블럭(4단지)(국임/영구),Z54,국민임대,1,0,0,0,310000,71258.40175,1977625.477,1,0,0,46,672,212,118.8891,327.12516,284.6133,234.1755,260.11494,214.72091999999998,97.99343999999999,4.32324,0,896,화성동탄2 A24블럭(4단지)(국임/영구),127.12159671867512,37.206008562740415
2021,화성동탄2 A24블럭(4단지)(국임/영구),Z54,국민임대,1,0,0,0,240000,71258.40175,1977625.477,1,0,0,46,672,212,118.8891,327.12516,284.6133,234.1755,260.11494,214.72091999999998,97.99343999999999,4.32324,0,896,화성동탄2 A24블럭(4단지)(국임/영구),127.12159671867512,37.206008562740415
2021,화성동탄2 A24블럭(4단지)(국임/영구),Z54,국민임대,1,0,0,0,240000,71258.40175,1977625.477,1,0,0,46,672,212,118.8891,327.12516,284.6133,234.1755,260.11494,214.72091999999998,97.99343999999999,4.32324,0,896,화성동탄2 A24블럭(4단지)(국임/영구),127.12159671867512,37.206008562740415
2021,화성동탄2 A24블럭(4단지)(국임/영구),Z54,국민임대,1,0,0,0,240000,71258.40175,1977625.477,1,0,0,46,672,212,118.8891,327.12516,284.6133,234.1755,260.11494,214.72091999999998,97.99343999999999,4.32324,0,896,화성동탄2 A24블럭(4단지)(국임/영구),127.12159671867512,37.206008562740415
2021,화성동탄2 A24블럭(4단지)(국임/영구),Z54,영구임대,0,0,1,0,70000,71258.40175,1977625.477,1,0,0,46,672,212,46.11090000000001,126.87484000000002,110.38670000000002,90.82450000000001,100.88506000000001,83.27908000000001,38.00656000000001,1.6767600000000003,0,896,화성동탄2 A24블럭(4단지)(국임/영구),127.12159671867512,37.206008562740415
2021,화성동탄2 A24블럭(4단지)(국임/영구),Z54,영구임대,0,0,1,0,70000,71258.40175,1977625.477,1,0,0,46,672,212,46.11090000000001,126.87484000000002,110.38670000000002,90.82450000000001,100.88506000000001,83.27908000000001,38.00656000000001,1.6767600000000003,0,896,화성동탄2 A24블럭(4단지)(국임/영구),127.12159671867512,37.206008562740415
2021,화성동탄2 A24블럭(4단지)(국임/영구),Z54,영구임대,0,0,1,0,70000,71258.40175,1977625.477,1,0,0,46,672,212,46.11090000000001,126.87484000000002,110.38670000000002,90.82450000000001,100.88506000000001,83.27908000000001,38.00656000000001,1.6767600000000003,0,896,화성동탄2 A24블럭(4단지)(국임/영구),127.12159671867512,37.206008562740415
2021,화성동탄2 A65블럭(26단지 레이크빌),Z69,공공임대,0,1,0,0,700000,83283.79688,1530881.631,0,0,1,17,264,43,236.0,374.0,576.0,319.0,205.0,68.0,0.0,0.0,0,400,화성동탄2 A65블럭(26단지 레이크빌),127.10363603424877,37.176328174895865
2021,화성남양뉴타운(LH4단지)(국임),Z32,국민임대,1,0,0,0,230000,46902.15063,1247541.041,0,0,1,57,326,58,138.0,208.0,195.0,216.0,305.0,102.0,46.0,0.0,0,68,화성남양뉴타운(LH4단지)(국임),126.8297874487212,37.21002761493576
2021,화성남양뉴타운(LH4단지)(국임),Z32,국민임대,1,0,0,0,230000,46902.15063,1247541.041,0,0,1,57,326,58,138.0,208.0,195.0,216.0,305.0,102.0,46.0,0.0,0,68,화성남양뉴타운(LH4단지)(국임),126.8297874487212,37.21002761493576
2021,화성남양뉴타운(LH4단지)(국임),Z32,국민임대,1,0,0,0,140000,46902.15063,1247541.041,0,0,1,57,326,58,138.0,208.0,195.0,216.0,305.0,102.0,46.0,0.0,0,68,화성남양뉴타운(LH4단지)(국임),126.8297874487212,37.21002761493576
2021,화성남양뉴타운(LH4단지)(국임),Z32,국민임대,1,0,0,0,140000,46902.15063,1247541.041,0,0,1,57,326,58,138.0,208.0,195.0,216.0,305.0,102.0,46.0,0.0,0,68,화성남양뉴타운(LH4단지)(국임),126.8297874487212,37.21002761493576
2021,화성향남2(5단지 서봉)(국임),Z24,국민임대,1,0,0,0,240000,48876.08825,1374799.871,0,1,0,14,381,46,217.0,497.0,375.0,254.0,170.0,72.0,14.0,0.0,0,255,화성향남2(5단지 서봉)(국임),126.90622137455452,37.11549960103785
2021,화성향남2(5단지 서봉)(국임),Z24,국민임대,1,0,0,0,240000,48876.08825,1374799.871,0,1,0,14,381,46,217.0,497.0,375.0,254.0,170.0,72.0,14.0,0.0,0,255,화성향남2(5단지 서봉)(국임),126.90622137455452,37.11549960103785
2021,화성향남2(5단지 서봉)(국임),Z24,국민임대,1,0,0,0,160000,48876.08825,1374799.871,0,1,0,14,381,46,217.0,497.0,375.0,254.0,170.0,72.0,14.0,0.0,0,255,화성향남2(5단지 서봉)(국임),126.90622137455452,37.11549960103785
2021,화성향남2(5단지 서봉)(국임),Z24,국민임대,1,0,0,0,160000,48876.08825,1374799.871,0,1,0,14,381,46,217.0,497.0,375.0,254.0,170.0,72.0,14.0,0.0,0,255,화성향남2(5단지 서봉)(국임),126.90622137455452,37.11549960103785
2021,(NHF제3호)화성동탄2 A50블럭(22단지 르파비스),Z70,공공임대,0,1,0,0,690000,78704.69765,1191757.039,1,0,0,10,71,33,201.0,542.0,471.0,212.0,198.0,40.0,0.0,0.0,0,488,(NHF제3호)화성동탄2 A50블럭(22단지 르파비스),127.12640625930578,37.18369051479117
2021,(NHF제3호)화성동탄2 A50블럭(22단지 르파비스),Z70,공공임대,0,1,0,0,690000,78704.69765,1191757.039,1,0,0,10,71,33,201.0,542.0,471.0,212.0,198.0,40.0,0.0,0.0,0,488,(NHF제3호)화성동탄2 A50블럭(22단지 르파비스),127.12640625930578,37.18369051479117
2021,(NHF제3호)화성동탄2 A50블럭(22단지 르파비스),Z70,공공임대,0,1,0,0,450000,78704.69765,1191757.039,1,0,0,10,71,33,201.0,542.0,471.0,212.0,198.0,40.0,0.0,0.0,0,488,(NHF제3호)화성동탄2 A50블럭(22단지 르파비스),127.12640625930578,37.18369051479117
2021,(NHF제3호)화성동탄2 A50블럭(22단지 르파비스),Z70,공공임대,0,1,0,0,450000,78704.69765,1191757.039,1,0,0,10,71,33,201.0,542.0,471.0,212.0,198.0,40.0,0.0,0.0,0,488,(NHF제3호)화성동탄2 A50블럭(22단지 르파비스),127.12640625930578,37.18369051479117
2021,(NHF제3호)화성동탄2 A69블럭(24단지 스타힐스),Z65,공공임대,0,1,0,0,690000,94293.29365,1369700.39,0,1,0,16,211,51,200.0,513.0,610.0,257.0,146.0,33.0,0.0,0.0,0,567,(NHF제3호)화성동탄2 A69블럭(24단지 스타힐스),127.1181879835962,37.17306946117509
2021,화성남양뉴타운(LH9단지)(국임),Z31,국민임대,1,0,0,0,250000,29154.79752,800375.8966,1,0,0,23,183,32,88.0,211.0,182.0,153.0,205.0,64.0,19.0,0.0,0,291,화성남양뉴타운(LH9단지)(국임),126.83389536488892,37.20902784398266
2021,화성남양뉴타운(LH9단지)(국임),Z31,국민임대,1,0,0,0,250000,29154.79752,800375.8966,1,0,0,23,183,32,88.0,211.0,182.0,153.0,205.0,64.0,19.0,0.0,0,291,화성남양뉴타운(LH9단지)(국임),126.83389536488892,37.20902784398266
2021,화성남양뉴타운(LH9단지)(국임),Z31,국민임대,1,0,0,0,150000,29154.79752,800375.8966,1,0,0,23,183,32,88.0,211.0,182.0,153.0,205.0,64.0,19.0,0.0,0,291,화성남양뉴타운(LH9단지)(국임),126.83389536488892,37.20902784398266
2021,화성남양뉴타운(LH9단지)(국임),Z31,국민임대,1,0,0,0,150000,29154.79752,800375.8966,1,0,0,23,183,32,88.0,211.0,182.0,153.0,205.0,64.0,19.0,0.0,0,291,화성남양뉴타운(LH9단지)(국임),126.83389536488892,37.20902784398266
2021,화성향남2(18단지 언덕)(국임),Z23,국민임대,1,0,0,0,140000,18935.02843,529150.4194,0,0,1,11,99,7,157.0,384.0,295.0,197.0,157.0,68.0,6.0,0.0,0,246,화성향남2(18단지 언덕)(국임),126.89633801266328,37.09737740735296
2021,화성향남2(18단지 언덕)(국임),Z23,국민임대,1,0,0,0,140000,18935.02843,529150.4194,0,0,1,11,99,7,157.0,384.0,295.0,197.0,157.0,68.0,6.0,0.0,0,246,화성향남2(18단지 언덕)(국임),126.89633801266328,37.09737740735296
2021,화성향남2(18단지 언덕)(국임),Z23,국민임대,1,0,0,0,220000,18935.02843,529150.4194,0,0,1,11,99,7,157.0,384.0,295.0,197.0,157.0,68.0,6.0,0.0,0,246,화성향남2(18단지 언덕)(국임),126.89633801266328,37.09737740735296
2021,화성향남2(18단지 언덕)(국임),Z23,국민임대,1,0,0,0,220000,18935.02843,529150.4194,0,0,1,11,99,7,157.0,384.0,295.0,197.0,157.0,68.0,6.0,0.0,0,246,화성향남2(18단지 언덕)(국임),126.89633801266328,37.09737740735296
2021,화성동탄2 C26블럭(26단지)(행복),Z14,행복주택,0,0,0,1,120000,209069.3535,4742382.923,0,0,1,15,145,18,197.0,341.0,8.0,0.0,0.0,6.0,0.0,0.0,0,353,화성동탄2 C26블럭(26단지)(행복),127.09138249064644,37.185810629208376
2021,화성동탄2 C26블럭(26단지)(행복),Z14,행복주택,0,0,0,1,120000,209069.3535,4742382.923,0,0,1,15,145,18,197.0,341.0,8.0,0.0,0.0,6.0,0.0,0.0,0,353,화성동탄2 C26블럭(26단지)(행복),127.09138249064644,37.185810629208376
2021,화성동탄2 C26블럭(26단지)(행복),Z14,행복주택,0,0,0,1,230000,209069.3535,4742382.923,0,0,1,15,145,18,197.0,341.0,8.0,0.0,0.0,6.0,0.0,0.0,0,353,화성동탄2 C26블럭(26단지)(행복),127.09138249064644,37.185810629208376
2021,화성동탄2 C26블럭(26단지)(행복),Z14,행복주택,0,0,0,1,230000,209069.3535,4742382.923,0,0,1,15,145,18,197.0,341.0,8.0,0.0,0.0,6.0,0.0,0.0,0,353,화성동탄2 C26블럭(26단지)(행복),127.09138249064644,37.185810629208376
2021,화성봉담2(LH3단지)(국임),Z34,국민임대,1,0,0,0,150000,96074.94799,1690782.578,0,0,1,77,475,199,205.0,285.0,297.0,354.0,392.0,258.0,63.0,0.0,0,491,화성봉담2(LH3단지)(국임),126.95216236841328,37.22511370196941
2021,화성봉담2(LH3단지)(국임),Z34,국민임대,1,0,0,0,150000,96074.94799,1690782.578,0,0,1,77,475,199,205.0,285.0,297.0,354.0,392.0,258.0,63.0,0.0,0,491,화성봉담2(LH3단지)(국임),126.95216236841328,37.22511370196941
2021,화성봉담2(LH3단지)(국임),Z34,국민임대,1,0,0,0,230000,96074.94799,1690782.578,0,0,1,77,475,199,205.0,285.0,297.0,354.0,392.0,258.0,63.0,0.0,0,491,화성봉담2(LH3단지)(국임),126.95216236841328,37.22511370196941
2021,화성봉담2(LH3단지)(국임),Z34,국민임대,1,0,0,0,230000,96074.94799,1690782.578,0,0,1,77,475,199,205.0,285.0,297.0,354.0,392.0,258.0,63.0,0.0,0,491,화성봉담2(LH3단지)(국임),126.95216236841328,37.22511370196941
2021,화성봉담2(LH2단지)(국임),Z35,국민임대,1,0,0,0,150000,61807.57989,1035192.524,1,0,0,58,376,86,117.0,244.0,208.0,225.0,225.0,116.0,44.0,0.0,0,532,화성봉담2(LH2단지)(국임),126.94385201364334,37.22174695633284
2021,화성봉담2(LH2단지)(국임),Z35,국민임대,1,0,0,0,150000,61807.57989,1035192.524,1,0,0,58,376,86,117.0,244.0,208.0,225.0,225.0,116.0,44.0,0.0,0,532,화성봉담2(LH2단지)(국임),126.94385201364334,37.22174695633284
2021,화성봉담2(LH2단지)(국임),Z35,국민임대,1,0,0,0,230000,61807.57989,1035192.524,1,0,0,58,376,86,117.0,244.0,208.0,225.0,225.0,116.0,44.0,0.0,0,532,화성봉담2(LH2단지)(국임),126.94385201364334,37.22174695633284
2021,화성봉담2(LH2단지)(국임),Z35,국민임대,1,0,0,0,230000,61807.57989,1035192.524,1,0,0,58,376,86,117.0,244.0,208.0,225.0,225.0,116.0,44.0,0.0,0,532,화성봉담2(LH2단지)(국임),126.94385201364334,37.22174695633284
2021,(NHF제8호)화성동탄2 A48블럭(22단지 경남아너스빌),Z71,공공임대,0,1,0,0,670000,58829.46376,996763.675,1,0,0,8,63,34,223.0,639.0,721.0,340.0,266.0,69.0,0.0,0.0,0,396,(NHF제8호)화성동탄2 A48블럭(22단지 경남아너스빌),127.12744277544502,37.1863544034649
2021,(NHF제8호)화성동탄2 A48블럭(22단지 경남아너스빌),Z71,공공임대,0,1,0,0,670000,58829.46376,996763.675,1,0,0,8,63,34,223.0,639.0,721.0,340.0,266.0,69.0,0.0,0.0,0,396,(NHF제8호)화성동탄2 A48블럭(22단지 경남아너스빌),127.12744277544502,37.1863544034649
2021,(NHF제8호)화성동탄2 A48블럭(22단지 경남아너스빌),Z71,공공임대,0,1,0,0,460000,58829.46376,996763.675,1,0,0,8,63,34,223.0,639.0,721.0,340.0,266.0,69.0,0.0,0.0,0,396,(NHF제8호)화성동탄2 A48블럭(22단지 경남아너스빌),127.12744277544502,37.1863544034649
2021,(NHF제8호)화성동탄2 A48블럭(22단지 경남아너스빌),Z71,공공임대,0,1,0,0,460000,58829.46376,996763.675,1,0,0,8,63,34,223.0,639.0,721.0,340.0,266.0,69.0,0.0,0.0,0,396,(NHF제8호)화성동탄2 A48블럭(22단지 경남아너스빌),127.12744277544502,37.1863544034649
2021,화성동탄2 A6블럭(1단지)(국민),Z51,국민임대,1,0,0,0,150000,12379.05451,373541.76,1,0,0,9,117,30,106.0,273.0,196.0,168.0,162.0,86.0,30.0,0.0,0,289,화성동탄2 A6블럭(1단지)(국민),127.1151604984168,37.21752896396176
2021,화성동탄2 A6블럭(1단지)(국민),Z51,국민임대,1,0,0,0,150000,12379.05451,373541.76,1,0,0,9,117,30,106.0,273.0,196.0,168.0,162.0,86.0,30.0,0.0,0,289,화성동탄2 A6블럭(1단지)(국민),127.1151604984168,37.21752896396176
2021,화성동탄2 A6블럭(1단지)(국민),Z51,국민임대,1,0,0,0,230000,12379.05451,373541.76,1,0,0,9,117,30,106.0,273.0,196.0,168.0,162.0,86.0,30.0,0.0,0,289,화성동탄2 A6블럭(1단지)(국민),127.1151604984168,37.21752896396176
2021,화성동탄2 A6블럭(1단지)(국민),Z51,국민임대,1,0,0,0,230000,12379.05451,373541.76,1,0,0,9,117,30,106.0,273.0,196.0,168.0,162.0,86.0,30.0,0.0,0,289,화성동탄2 A6블럭(1단지)(국민),127.1151604984168,37.21752896396176
2021,(NHF제10호)화성동탄2 A83블럭(28단지 엘크루),Z62,공공임대,0,1,0,0,450000,54601.00583,1185726.406,0,0,1,8,66,7,213.0,511.0,414.0,259.0,164.0,31.0,0.0,0.0,0,394,(NHF제10호)화성동탄2 A83블럭(28단지 엘크루),127.09405138517886,37.16197945258353
2021,(NHF제10호)화성동탄2 A83블럭(28단지 엘크루),Z62,공공임대,0,1,0,0,450000,54601.00583,1185726.406,0,0,1,8,66,7,213.0,511.0,414.0,259.0,164.0,31.0,0.0,0.0,0,394,(NHF제10호)화성동탄2 A83블럭(28단지 엘크루),127.09405138517886,37.16197945258353
2021,(NHF제10호)화성동탄2 A83블럭(28단지 엘크루),Z62,공공임대,0,1,0,0,680000,54601.00583,1185726.406,0,0,1,8,66,7,213.0,511.0,414.0,259.0,164.0,31.0,0.0,0.0,0,394,(NHF제10호)화성동탄2 A83블럭(28단지 엘크루),127.09405138517886,37.16197945258353
2021,(NHF제10호)화성동탄2 A83블럭(28단지 엘크루),Z62,공공임대,0,1,0,0,680000,54601.00583,1185726.406,0,0,1,8,66,7,213.0,511.0,414.0,259.0,164.0,31.0,0.0,0.0,0,394,(NHF제10호)화성동탄2 A83블럭(28단지 엘크루),127.09405138517886,37.16197945258353
2021,"화성봉담2(LH4단지)(행복,임대상가)",Z10,행복주택,0,0,0,1,90000,52132.38857,1032406.216,0,0,1,71,318,91,191.0,280.0,29.0,0.0,0.0,7.0,0.0,0.0,0,868,"화성봉담2(LH4단지)(행복,임대상가)",126.95125788128516,37.22901327183224
2021,"화성봉담2(LH4단지)(행복,임대상가)",Z10,행복주택,0,0,0,1,90000,52132.38857,1032406.216,0,0,1,71,318,91,191.0,280.0,29.0,0.0,0.0,7.0,0.0,0.0,0,868,"화성봉담2(LH4단지)(행복,임대상가)",126.95125788128516,37.22901327183224
2021,"화성봉담2(LH4단지)(행복,임대상가)",Z10,행복주택,0,0,0,1,170000,52132.38857,1032406.216,0,0,1,71,318,91,191.0,280.0,29.0,0.0,0.0,7.0,0.0,0.0,0,868,"화성봉담2(LH4단지)(행복,임대상가)",126.95125788128516,37.22901327183224
2021,"화성봉담2(LH4단지)(행복,임대상가)",Z10,행복주택,0,0,0,1,170000,52132.38857,1032406.216,0,0,1,71,318,91,191.0,280.0,29.0,0.0,0.0,7.0,0.0,0.0,0,868,"화성봉담2(LH4단지)(행복,임대상가)",126.95125788128516,37.22901327183224
2021,(NHF제12호)화성동탄2 A63블럭(23단지 센트럴써밋),Z66,공공임대,0,1,0,0,460000,74762.44164,1154417.738,0,0,1,13,150,44,130.0,472.0,232.0,159.0,143.0,6.0,0.0,0.0,0,365,(NHF제12호)화성동탄2 A63블럭(23단지 센트럴써밋),127.12351804383636,37.17570625725826
2021,화성동탄2 A82블럭(28단지)(행복),Z17,행복주택,0,0,0,1,100000,54130.81835,1195763.968,1,0,0,10,159,13,226.0,469.0,51.0,0.0,0.0,0.0,0.0,0.0,0,823,화성동탄2 A82블럭(28단지)(행복),127.09468424817597,37.16370186920907
2021,화성동탄2 A82블럭(28단지)(행복),Z17,행복주택,0,0,0,1,100000,54130.81835,1195763.968,1,0,0,10,159,13,226.0,469.0,51.0,0.0,0.0,0.0,0.0,0.0,0,823,화성동탄2 A82블럭(28단지)(행복),127.09468424817597,37.16370186920907
2021,화성동탄2 A82블럭(28단지)(행복),Z17,행복주택,0,0,0,1,190000,54130.81835,1195763.968,1,0,0,10,159,13,226.0,469.0,51.0,0.0,0.0,0.0,0.0,0.0,0,823,화성동탄2 A82블럭(28단지)(행복),127.09468424817597,37.16370186920907
2021,화성동탄2 A82블럭(28단지)(행복),Z17,행복주택,0,0,0,1,190000,54130.81835,1195763.968,1,0,0,10,159,13,226.0,469.0,51.0,0.0,0.0,0.0,0.0,0.0,0,823,화성동탄2 A82블럭(28단지)(행복),127.09468424817597,37.16370186920907
2021,"화성남양뉴타운(LH10단지)(국임,임대상가)",Z30,국민임대,1,0,0,0,140000,29410.97598,848907.4776,1,0,0,18,183,37,142.0,281.0,227.0,213.0,175.0,67.0,25.0,0.0,0,238,"화성남양뉴타운(LH10단지)(국임,임대상가)",126.83465134528905,37.20697819840025
2021,"화성남양뉴타운(LH10단지)(국임,임대상가)",Z30,국민임대,1,0,0,0,140000,29410.97598,848907.4776,1,0,0,18,183,37,142.0,281.0,227.0,213.0,175.0,67.0,25.0,0.0,0,238,"화성남양뉴타운(LH10단지)(국임,임대상가)",126.83465134528905,37.20697819840025
